#T(MeV)	g_star
0.01	3.909090862147728
0.010018439502889411	3.909090862147728
0.010036913007305503	3.909090862147728
0.0100554205759454	3.909090862147728
0.010073962271621838	3.909090862147728
0.010092538157263378	3.909090862147728
0.010111148295914613	3.909090862147728
0.01012979275073639	3.909090862147728
0.010148471585006024	3.909090862147728
0.010167184862117507	3.909090862147728
0.010185932645581725	3.909090862147728
0.01020471499902668	3.909090862147728
0.010223531986197697	3.909090862147728
0.010242383670957644	3.909090862147728
0.010261270117287152	3.909090862147728
0.010280191389284826	3.909090862147728
0.010299147551167467	3.909090862147728
0.01031813866727029	3.909090862147728
0.010337164802047136	3.909090862147728
0.010356226020070703	3.909090862147728
0.010375322386032752	3.909090862147728
0.010394453964744334	3.909090862147728
0.01041362082113601	3.909090862147728
0.010432823020258065	3.909090862147728
0.010452060627280742	3.909090862147728
0.010471333707494446	3.909090862147728
0.010490642326309979	3.909090862147728
0.010509986549258755	3.909090862147728
0.010529366441993029	3.909090862147728
0.010548782070286108	3.909090862147728
0.010568233500032588	3.909090862147728
0.010587720797248571	3.909090862147728
0.010607244028071885	3.909090862147728
0.010626803258762316	3.909090862147728
0.010646398555701831	3.909090862147728
0.0106660299853948	3.909090862147728
0.010685697614468222	3.909090862147728
0.010705401509671959	3.909090862147728
0.010725141737878948	3.909090862147728
0.010744918366085439	3.909090862147728
0.01076473146141123	3.909090862147728
0.010784581091099874	3.909090862147728
0.010804467322518916	3.909090862147728
0.010824390223160129	3.909090862147728
0.010844349860639736	3.909090862147728
0.010864346302698641	3.909090862147728
0.010884379617202658	3.909090862147728
0.010904449872142744	3.909090862147728
0.010924557135635225	3.909090862147728
0.010944701475922032	3.909090862147728
0.010964882961370933	3.909090862147728
0.010985101660475758	3.909090862147728
0.01100535764185664	3.909090862147728
0.011025650974260242	3.909090862147728
0.01104598172655999	3.909090862147728
0.01106634996775632	3.909090862147728
0.011086755766976887	3.909090862147728
0.011107199193476823	3.909090862147728
0.01112768031663896	3.909090862147728
0.011148199205974072	3.909090862147728
0.011168755931121101	3.909090862147728
0.011189350561847404	3.909090862147728
0.011209983168048986	3.909090862147728
0.011230653819750734	3.909090862147728
0.011251362587106661	3.909090862147728
0.011272109540400137	3.909090862147728
0.011292894750044134	3.909090862147728
0.011313718286581459	3.909090862147728
0.011334580220684998	3.909090862147728
0.011355480623157957	3.909090862147728
0.011376419564934093	3.909090862147728
0.011397397117077969	3.909090862147728
0.011418413350785181	3.909090862147728
0.01143946833738261	3.909090862147728
0.011460562148328659	3.909090862147728
0.011481694855213496	3.909090862147728
0.011502866529759301	3.909090862147728
0.011524077243820501	3.909090862147728
0.011545327069384024	3.909090862147728
0.011566616078569535	3.909090862147728
0.011587944343629683	3.909090862147728
0.011609311936950351	3.909090862147728
0.0116307189310509	3.909090862147728
0.011652165398584402	3.909090862147728
0.011673651412337912	3.909090862147728
0.01169517704523269	3.909090862147728
0.011716742370324464	3.909090862147728
0.011738347460803673	3.909090862147728
0.011759992389995711	3.909090862147728
0.01178167723136119	3.909090862147728
0.011803402058496169	3.9090908621477283
0.01182516694513242	3.9090908621477283
0.011846971965137674	3.9090908621477283
0.011868817192515866	3.9090908621477283
0.011890702701407395	3.9090908621477283
0.011912628566089368	3.9090908621477283
0.011934594860975856	3.9090908621477283
0.011956601660618148	3.9090908621477283
0.011978649039704997	3.9090908621477283
0.012000737073062885	3.9090908621477283
0.012022865835656265	3.9090908621477283
0.012045035402587823	3.9090908621477283
0.012067245849098731	3.9090908621477283
0.0120894972505689	3.9090908621477283
0.012111789682517238	3.9090908621477283
0.01213412322060191	3.9090908621477283
0.012156497940620585	3.9090908621477283
0.012178913918510705	3.9090908621477283
0.012201371230349731	3.9090908621477283
0.012223869952355412	3.9090908621477283
0.012246410160886036	3.9090908621477283
0.012268991932440692	3.9090908621477283
0.012291615343659527	3.9090908621477283
0.012314280471324027	3.9090908621477283
0.01233698739235722	3.9090908621477283
0.012359736183824025	3.9090908621477283
0.012382526922931417	3.9090908621477287
0.012405359687028777	3.9090908621477287
0.012428234553608093	3.9090908621477287
0.012451151600304246	3.9090908621477287
0.012474110904895277	3.909090862147729
0.012497112545302641	3.909090862147729
0.012520156599591482	3.909090862147729
0.012543243145970885	3.909090862147729
0.012566372262794157	3.909090862147729
0.012589544028559076	3.909090862147729
0.012612758521908175	3.909090862147729
0.012636015821628991	3.9090908621477296
0.01265931600665435	3.90909086214773
0.012682659156062615	3.90909086214773
0.01270604534907798	3.90909086214773
0.01272947466507071	3.90909086214773
0.012752947183557435	3.90909086214773
0.012776462984201407	3.9090908621477305
0.01280002214681277	3.909090862147731
0.012823624751348836	3.909090862147731
0.012847270877914358	3.909090862147731
0.012870960606761793	3.9090908621477314
0.012894694018291582	3.909090862147732
0.012918471193052417	3.909090862147732
0.012942292211741523	3.9090908621477323
0.012966157155204924	3.9090908621477327
0.012990066104437719	3.9090908621477327
0.013014019140584362	3.9090908621477336
0.013038016344938926	3.9090908621477336
0.013062057798945394	3.9090908621477345
0.013086143584197926	3.9090908621477345
0.013110273782441131	3.9090908621477354
0.01313444847557036	3.9090908621477354
0.01315866774563197	3.9090908621477363
0.013182931674823609	3.9090908621477367
0.013207240345494491	3.909090862147737
0.013231593840145679	3.909090862147738
0.013255992241430366	3.909090862147739
0.013280435632154154	3.90909086214774
0.013304924095275327	3.9090908621477407
0.01332945771390515	3.9090908621477416
0.013354036571308132	3.9090908621477425
0.013378660750902327	3.9090908621477434
0.013403330336259598	3.9090908621477443
0.013428045411105916	3.9090908621477456
